            Время    Канал: 0    Канал: 1 
             1572     -0.7153     -1.9507 
             1572     -0.7959     -1.9995 
             1572     -0.8252     -2.0605 
             1573     -0.8545     -2.1094 
             1573     -0.8765     -2.1802 
             1573     -0.9253     -2.2388 
             1573     -0.9351     -2.2998 
             1573     -0.9741     -2.3975 
             1573     -1.0156     -2.4390 
             1573     -1.0156     -2.5171 
             1573     -1.0742     -2.5977 
             1573     -1.0742     -2.6782 
             1573     -1.1133     -2.7368 
             1574     -1.1743     -2.7954 
             1574     -1.1450     -2.8564 
             1574     -1.2134     -2.9053 
             1574     -1.2427     -2.9565 
             1574     -1.2744     -3.0054 
             1574     -1.2842     -3.0664 
             1574     -1.3135     -3.1152 
             1574     -1.3232     -3.1641 
             1574     -1.3623     -3.2056 
             1574     -1.3623     -3.2544 
             1575     -1.4233     -3.3032 
             1575     -1.3940     -3.3545 
             1575     -1.4819     -3.3936 
             1575     -1.5015     -3.4229 
             1575     -1.5112     -3.4644 
             1575     -1.5234     -3.4937 
             1575     -1.5625     -3.5327 
             1575     -1.5918     -3.5522 
             1575     -1.6016     -3.5718 
             1575     -1.6113     -3.5938 
             1576     -1.6211     -3.6035 
             1576     -1.6309     -3.6328 
             1576     -1.6528     -3.6523 
             1576     -1.6309     -3.6426 
             1576     -1.6724     -3.6523 
             1576     -1.6626     -3.6426 
             1576     -1.7017     -3.6328 
             1576     -1.6309     -3.6035 
             1576     -1.6821     -3.5327 
             1576     -1.6919     -3.4229 
             1577     -1.6528     -3.3130 
             1577     -1.6724     -3.2251 
             1577     -1.6724     -3.1348 
             1577     -1.6821     -3.0347 
             1577     -1.6528     -2.9468 
             1577     -1.6528     -2.8564 
             1577     -1.6528     -2.7759 
             1577     -1.6406     -2.6880 
             1577     -1.6626     -2.6074 
             1577     -1.6309     -2.5171 
             1578     -1.6406     -2.4194 
             1578     -1.6724     -2.3291 
             1578     -1.6309     -2.2485 
             1578     -1.6724     -2.1484 
             1578     -1.6406     -2.0801 
             1578     -1.6309     -1.9702 
             1578     -1.6406     -1.8604 
             1578     -1.6309     -1.7603 
             1578     -1.6626     -1.6724 
             1578     -1.6406     -1.5527 
             1579     -1.6626     -1.4136 
             1579     -1.6211     -1.2939 
             1579     -1.6309     -1.1743 
             1579     -1.6113     -1.0645 
             1579     -1.6211     -0.9253 
             1579     -1.6211     -0.8057 
             1579     -1.6211     -0.7056 
             1579     -1.6211     -0.5762 
             1579     -1.5918     -0.4663 
             1579     -1.6113     -0.3589 
             1580     -1.5918     -0.2686 
             1580     -1.6113     -0.1782 
             1580     -1.6113     -0.0781 
             1580     -1.5820      0.0098 
             1580     -1.5723      0.1392 
             1580     -1.5918      0.2295 
             1580     -1.5723      0.3296 
             1580     -1.6016      0.4395 
             1580     -1.5527      0.5371 
             1580     -1.5625      0.6470 
             1581     -1.5625      0.7666 
             1581     -1.5527      0.8569 
             1581     -1.5234      0.9473 
             1581     -1.4722      1.0449 
             1581     -1.4526      1.1157 
             1581     -1.3330      1.2158 
             1581     -1.2744      1.2939 
             1581     -1.1353      1.3452 
             1581     -1.0449      1.4233 
             1581     -0.9155      1.4648 
             1582     -0.8057      1.5527 
             1582     -0.6958      1.6138 
             1582     -0.6567      1.6528 
             1582     -0.5762      1.7017 
             1582     -0.4980      1.7627 
             1582     -0.4761      1.8115 
             1582     -0.4077      1.8823 
             1582     -0.3589      1.9409 
             1582     -0.3174      1.9824 
             1582     -0.2686      2.0215 
             1583     -0.2686      2.0801 
             1583     -0.1978      2.1411 
             1583     -0.1685      2.1997 
             1583     -0.1294      2.2705 
             1583     -0.1196      2.3486 
             1583     -0.0879      2.4487 
             1583     -0.0586      2.5293 
             1583     -0.0391      2.6074 
             1583      0.0098      2.6782 
             1583      0.0513      2.7368 
             1584      0.0903      2.7979 
             1584      0.1099      2.8662 
             1584      0.1392      2.9175 
             1584      0.2002      2.9663 
             1584      0.2002      3.0273 
             1584      0.2295      3.0859 
             1584      0.2881      3.1152 
             1584      0.2783      3.1665 
             1584      0.3101      3.2251 
             1584      0.3394      3.2764 
             1585      0.3687      3.3057 
             1585      0.4175      3.3740 
             1585      0.4688      3.4058 
             1585      0.4785      3.4351 
             1585      0.5176      3.4644 
             1585      0.5176      3.5034 
             1585      0.5371      3.5352 
             1585      0.5591      3.5547 
             1585      0.5786      3.5742 
             1585      0.5981      3.5938 
             1586      0.6177      3.6230 
             1586      0.6470      3.6426 
             1586      0.6372      3.6328 
             1586      0.6470      3.6646 
             1586      0.6372      3.6548 
             1586      0.6763      3.6328 
             1586      0.6665      3.6328 
             1586      0.6763      3.6035 
             1586      0.6665      3.5449 
             1586      0.6763      3.4253 
             1587      0.6665      3.3252 
             1587      0.6665      3.2349 
             1587      0.6567      3.1372 
             1587      0.6470      3.0469 
             1587      0.6567      2.9663 
             1587      0.6372      2.8882 
             1587      0.6470      2.7783 
             1587      0.6567      2.6880 
             1587      0.6470      2.5879 
             1587      0.6372      2.5098 
             1588      0.6274      2.4390 
             1588      0.6274      2.3291 
             1588      0.6274      2.2705 
             1588      0.6470      2.1606 
             1588      0.6177      2.0703 
             1588      0.6177      1.9727 
             1588      0.6274      1.8628 
             1588      0.6274      1.7529 
             1588      0.6274      1.6528 
             1588      0.6274      1.5430 
             1589      0.6274      1.4233 
             1589      0.6177      1.2939 
             1589      0.5981      1.1646 
             1589      0.6372      1.0449 
             1589      0.6177      0.9058 
             1589      0.6079      0.8057 
             1589      0.6177      0.6763 
             1589      0.5981      0.5884 
             1589      0.6079      0.4688 
             1589      0.6079      0.3491 
             1590      0.6177      0.2588 
             1590      0.5981      0.1587 
             1590      0.5786      0.0708 
             1590      0.5981     -0.0488 
             1590      0.5786     -0.1392 
             1590      0.5884     -0.2393 
             1590      0.5884     -0.3369 
             1590      0.5591     -0.4468 
             1590      0.5591     -0.5566 
             1590      0.5469     -0.6470 
             1591      0.5688     -0.7568 
             1591      0.5176     -0.8447 
             1591      0.4883     -0.9448 
             1591      0.4688     -1.0449 
             1591      0.4175     -1.1450 
             1591      0.3589     -1.2329 
             1591      0.2295     -1.2939 
             1591      0.1099     -1.3940 
             1591     -0.0098     -1.4722 
             1591     -0.1587     -1.5430 
             1592     -0.2490     -1.5820 
             1592     -0.3687     -1.6309 
             1592     -0.4370     -1.7017 
             1592     -0.4663     -1.7407 
             1592     -0.5762     -1.7920 
             1592     -0.6470     -1.8408 
             1592     -0.6763     -1.8896 
             1592     -0.7666     -1.9507 
             1592     -0.7471     -1.9800 
             1592     -0.8154     -2.0703 
             1593     -0.8447     -2.0996 
             1593     -0.8643     -2.1606 
             1593     -0.9351     -2.2485 
             1593     -0.9351     -2.3193 
             1593     -0.9644     -2.3682 
             1593     -0.9839     -2.4390 
             1593     -1.0156     -2.5269 
             1593     -1.0547     -2.5977 
             1593     -1.1133     -2.6782 
             1593     -1.1230     -2.7271 
             1594     -1.1353     -2.7856 
             1594     -1.1743     -2.8467 
             1594     -1.1938     -2.9053 
             1594     -1.2427     -2.9370 
             1594     -1.2231     -3.0054 
             1594     -1.2842     -3.0762 
             1594     -1.3232     -3.1055 
             1594     -1.3232     -3.1641 
             1594     -1.3525     -3.2056 
             1594     -1.3940     -3.2446 
             1595     -1.4038     -3.3130 
             1595     -1.4331     -3.3447 
             1595     -1.4526     -3.3838 
             1595     -1.4722     -3.4229 
             1595     -1.5234     -3.4546 
             1595     -1.5332     -3.4839 
             1595     -1.5625     -3.5229 
             1595     -1.5625     -3.5522 
             1595     -1.5625     -3.5840 
             1595     -1.6113     -3.6035 
             1596     -1.6211     -3.6133 
             1596     -1.6211     -3.6328 
             1596     -1.6626     -3.6426 
             1596     -1.6406     -3.6523 
             1596     -1.6626     -3.6621 
             1596     -1.6919     -3.6523 
             1596     -1.6821     -3.6328 
             1596     -1.6724     -3.6133 
             1596     -1.6724     -3.5718 
             1596     -1.6626     -3.4326 
             1597     -1.6724     -3.3350 
             1597     -1.6724     -3.2349 
             1597     -1.6724     -3.1445 
             1597     -1.6724     -3.0444 
             1597     -1.7017     -2.9663 
             1597     -1.6724     -2.8662 
             1597     -1.6528     -2.7759 
             1597     -1.6724     -2.7075 
             1597     -1.6406     -2.5977 
             1597     -1.6528     -2.5269 
             1598     -1.6821     -2.4292 
             1598     -1.6724     -2.3486 
             1598     -1.6528     -2.2485 
             1598     -1.6626     -2.1704 
             1598     -1.6211     -2.0898 
             1598     -1.6528     -1.9800 
             1598     -1.6528     -1.8896 
             1598     -1.6626     -1.7700 
             1598     -1.6528     -1.6724 
             1598     -1.6309     -1.5625 
             1599     -1.6406     -1.4331 
             1599     -1.6309     -1.3037 
             1599     -1.6016     -1.1938 
             1599     -1.6406     -1.0449 
             1599     -1.6211     -0.9351 
             1599     -1.6309     -0.8154 
             1599     -1.6309     -0.6958 
             1599     -1.6211     -0.5762 
             1599     -1.6016     -0.4883 
             1599     -1.6016     -0.3687 
             1600     -1.6113     -0.2686 
             1600     -1.6211     -0.1685 
             1600     -1.6113     -0.0684 
             1600     -1.6113      0.0293 
             1600     -1.5820      0.1392 
             1600     -1.5918      0.2295 
             1600     -1.5820      0.3296 
             1600     -1.5918      0.4395 
             1600     -1.5820      0.5371 
             1600     -1.5625      0.6567 
             1601     -1.5723      0.7568 
             1601     -1.5234      0.8569 
             1601     -1.5527      0.9473 
             1601     -1.4819      1.0156 
             1601     -1.4331      1.1157 
             1601     -1.3623      1.2061 
             1601     -1.2744      1.2744 
             1601     -1.1548      1.3452 
             1601     -1.0352      1.4233 
             1601     -0.8960      1.4844 
             1602     -0.7959      1.5430 
             1602     -0.7153      1.6040 
             1602     -0.6274      1.6528 
             1602     -0.5762      1.7017 
             1602     -0.4883      1.7432 
             1602     -0.4565      1.8018 
             1602     -0.4175      1.8628 
             1602     -0.3369      1.9214 
             1602     -0.2979      1.9727 
             1602     -0.2686      2.0313 
             1603     -0.2075      2.0801 
             1603     -0.1880      2.1411 
             1603     -0.1978      2.1997 
             1603     -0.1294      2.2705 
             1603     -0.1099      2.3389 
             1603     -0.0684      2.4292 
             1603     -0.0391      2.5293 
             1603     -0.0293      2.6074 
             1603      0.0098      2.6782 
             1603      0.0415      2.7368 
             1604      0.0708      2.7881 
             1604      0.1196      2.8369 
             1604      0.1196      2.9077 
             1604      0.1587      2.9663 
             1604      0.2295      3.0078 
             1604      0.2490      3.0664 
             1604      0.2686      3.1152 
             1604      0.3296      3.1763 
             1604      0.3296      3.2153 
             1604      0.3589      3.2666 
             1605      0.3784      3.3057 
             1605      0.4175      3.3545 
             1605      0.4175      3.3838 
             1605      0.4590      3.4351 
             1605      0.4785      3.4644 
             1605      0.4883      3.5034 
             1605      0.5371      3.5254 
             1605      0.5688      3.5352 
             1605      0.5981      3.5742 
             1605      0.5981      3.5840 
             1606      0.6079      3.6035 
             1606      0.6470      3.6328 
             1606      0.6470      3.6426 
             1606      0.6665      3.6548 
             1606      0.6470      3.6548 
             1606      0.6567      3.6548 
             1606      0.6763      3.6230 
             1606      0.6567      3.6035 
             1606      0.6763      3.5645 
             1606      0.6665      3.4351 
             1607      0.6763      3.3350 
             1607      0.6982      3.2446 
             1607      0.6665      3.1470 
             1607      0.6665      3.0469 
             1607      0.6567      2.9663 
             1607      0.6567      2.8784 
             1607      0.6567      2.7783 
             1607      0.6372      2.6880 
             1607      0.6372      2.6074 
             1607      0.6470      2.5293 
             1608      0.6665      2.4292 
             1608      0.6372      2.3486 
             1608      0.6372      2.2510 
             1608      0.6470      2.1704 
             1608      0.6274      2.0801 
             1608      0.6372      1.9727 
             1608      0.6177      1.8921 
             1608      0.6079      1.7822 
             1608      0.6470      1.6528 
             1608      0.6177      1.5430 
             1609      0.5884      1.4136 
             1609      0.6079      1.3037 
             1609      0.5981      1.1841 
             1609      0.6079      1.0449 
             1609      0.5981      0.9058 
             1609      0.5981      0.7959 
             1609      0.6079      0.6763 
             1609      0.5981      0.5786 
             1609      0.6079      0.4688 
             1609      0.6177      0.3589 
             1610      0.5884      0.2686 
             1610      0.5981      0.1709 
             1610      0.5884      0.0708 
             1610      0.5981     -0.0293 
             1610      0.5786     -0.1392 
             1610      0.5469     -0.2393 
             1610      0.5786     -0.3271 
             1610      0.5688     -0.4370 
             1610      0.5469     -0.5469 
             1610      0.5469     -0.6567 
             1611      0.5176     -0.7471 
             1611      0.5469     -0.8545 
             1611      0.4980     -0.9448 
             1611      0.4883     -1.0352 
             1611      0.4175     -1.1353 
             1611      0.3394     -1.2036 
             1611      0.2490     -1.3232 
             1611      0.1196     -1.3818 
             1611     -0.0195     -1.4722 
             1611     -0.1587     -1.5430 
             1612     -0.2588     -1.5918 
             1612     -0.3589     -1.6626 
             1612     -0.4370     -1.7114 
             1612     -0.4980     -1.7212 
             1612     -0.5762     -1.7822 
             1612     -0.6372     -1.8311 
             1612     -0.6470     -1.8701 
             1612     -0.7471     -1.9409 
             1612     -0.7471     -1.9897 
             1612     -0.8057     -2.0508 
             1613     -0.8447     -2.0996 
             1613     -0.8862     -2.1606 
             1613     -0.9155     -2.2290 
             1613     -0.9351     -2.2998 
             1613     -0.9448     -2.3682 
             1613     -1.0156     -2.4487 
             1613     -1.0254     -2.4976 
             1613     -1.0449     -2.5879 
             1613     -1.0840     -2.6465 
             1613     -1.0840     -2.7368 
             1614     -1.1548     -2.7856 
             1614     -1.1548     -2.8467 
             1614     -1.1938     -2.8857 
             1614     -1.2134     -2.9370 
             1614     -1.2646     -2.9956 
             1614     -1.2744     -3.0444 
             1614     -1.3037     -3.1055 
             1614     -1.3428     -3.1445 
             1614     -1.3330     -3.1958 
             1614     -1.3818     -3.2544 
             1615     -1.4038     -3.3032 
             1615     -1.4331     -3.3252 
             1615     -1.4331     -3.3740 
             1615     -1.4624     -3.4229 
             1615     -1.4917     -3.4424 
             1615     -1.5015     -3.4839 
             1615     -1.5527     -3.5034 
             1615     -1.5527     -3.5327 
             1615     -1.5820     -3.5620 
             1615     -1.6016     -3.5718 
             1616     -1.6309     -3.6133 
             1616     -1.6406     -3.6133 
             1616     -1.6309     -3.6426 
             1616     -1.6626     -3.6426 
             1616     -1.6406     -3.6523 
             1616     -1.6406     -3.6426 
             1616     -1.6626     -3.6230 
             1616     -1.6724     -3.6133 
             1616     -1.6821     -3.5718 
             1616     -1.6724     -3.4326 
             1617     -1.7114     -3.3350 
             1617     -1.6626     -3.2446 
             1617     -1.6821     -3.1348 
             1617     -1.6626     -3.0664 
             1617     -1.6626     -2.9761 
             1617     -1.6406     -2.8760 
             1617     -1.6406     -2.7954 
             1617     -1.6528     -2.7075 
             1617     -1.6528     -2.6270 
             1617     -1.6406     -2.5269 
             1618     -1.6821     -2.4487 
             1618     -1.6626     -2.3389 
             1618     -1.6626     -2.2681 
             1618     -1.6724     -2.1704 
             1618     -1.6211     -2.0801 
             1618     -1.6528     -1.9897 
             1618     -1.6406     -1.8701 
             1618     -1.6406     -1.7920 
             1618     -1.6113     -1.6821 
             1618     -1.6528     -1.5625 
             1619     -1.6211     -1.4526 
             1619     -1.6113     -1.3232 
             1619     -1.6016     -1.1841 
             1619     -1.6211     -1.0742 
             1619     -1.6211     -0.9644 
             1619     -1.6113     -0.8154 
             1619     -1.6113     -0.7056 
             1619     -1.6016     -0.5859 
             1619     -1.5820     -0.4883 
             1619     -1.6113     -0.3784 
             1620     -1.6016     -0.2686 
             1620     -1.6016     -0.1978 
             1620     -1.6016     -0.0586 
             1620     -1.6016      0.0293 
             1620     -1.6016      0.1196 
             1620     -1.5918      0.2393 
             1620     -1.5918      0.3394 
             1620     -1.5723      0.4395 
             1620     -1.5820      0.5469 
             1620     -1.5723      0.6470 
             1621     -1.5625      0.7568 
             1621     -1.5332      0.8472 
             1621     -1.4819      0.9253 
             1621     -1.5015      1.0449 
             1621     -1.4819      1.1157 
             1621     -1.3721      1.2158 
             1621     -1.2646      1.2744 
             1621     -1.1230      1.3354 
             1621     -1.0352      1.4038 
             1621     -0.9253      1.4746 
             1622     -0.8057      1.5137 
             1622     -0.6958      1.5942 
             1622     -0.6470      1.6528 
             1622     -0.5469      1.7114 
             1622     -0.4980      1.7627 
             1622     -0.4565      1.8115 
             1622     -0.4077      1.8530 
             1622     -0.3687      1.9116 
             1622     -0.3174      1.9604 
             1622     -0.2686      2.0215 
             1623     -0.2490      2.0605 
             1623     -0.1782      2.1313 
             1623     -0.1294      2.1899 
             1623     -0.1489      2.2705 
             1623     -0.1099      2.3193 
             1623     -0.0586      2.3999 
             1623     -0.0391      2.5000 
             1623      0.0000      2.5781 
             1623      0.0098      2.6489 
             1623      0.0415      2.7173 
             1624      0.0708      2.7686 
             1624      0.0903      2.8271 
             1624      0.1392      2.8882 
             1624      0.1587      2.9468 
             1624      0.2100      2.9956 
             1624      0.2197      3.0566 
             1624      0.2490      3.1250 
             1624      0.2686      3.1567 
             1624      0.3198      3.2153 
             1624      0.3394      3.2544 
             1625      0.3882      3.2764 
             1625      0.4077      3.3252 
             1625      0.4175      3.3838 
             1625      0.4395      3.4155 
             1625      0.4883      3.4448 
             1625      0.5078      3.4839 
             1625      0.5273      3.5132 
             1625      0.5371      3.5449 
             1625      0.5786      3.5645 
             1625      0.5884      3.5840 
             1626      0.6079      3.6035 
             1626      0.6372      3.6328 
             1626      0.6567      3.6426 
             1626      0.6372      3.6426 
             1626      0.6665      3.6426 
             1626      0.6567      3.6548 
             1626      0.6763      3.6328 
             1626      0.6982      3.5938 
             1626      0.6763      3.5742 
             1626      0.6763      3.4351 
             1627      0.6665      3.3350 
             1627      0.6982      3.2251 
             1627      0.6470      3.1372 
             1627      0.6885      3.0469 
             1627      0.6567      2.9565 
             1627      0.6665      2.8784 
             1627      0.6763      2.8076 
             1627      0.6567      2.7075 
             1627      0.6665      2.6294 
             1627      0.6567      2.5391 
             1628      0.6470      2.4194 
             1628      0.6470      2.3608 
             1628      0.6274      2.2607 
             1628      0.6372      2.1704 
             1628      0.6372      2.0801 
             1628      0.6372      1.9727 
             1628      0.6372      1.8823 
             1628      0.6274      1.7822 
             1628      0.6567      1.6626 
             1628      0.6274      1.5625 
             1629      0.6372      1.4429 
             1629      0.6274      1.3135 
             1629      0.6567      1.1841 
             1629      0.6274      1.0645 
             1629      0.6372      0.9155 
             1629      0.5884      0.8057 
             1629      0.6177      0.6982 
             1629      0.6079      0.5688 
             1629      0.5981      0.4883 
             1629      0.5981      0.3589 
             1630      0.6079      0.2783 
             1630      0.5884      0.1807 
             1630      0.5981      0.0708 
             1630      0.5786     -0.0293 
             1630      0.5981     -0.1392 
             1630      0.5786     -0.2173 
             1630      0.5786     -0.3369 
             1630      0.5786     -0.4468 
             1630      0.5469     -0.5371 
             1630      0.5469     -0.6470 
             1631      0.5688     -0.7568 
             1631      0.5176     -0.8447 
             1631      0.5176     -0.9546 
             1631      0.4980     -1.0254 
             1631      0.4297     -1.1230 
             1631      0.3589     -1.2134 
             1631      0.2588     -1.2939 
             1631      0.1196     -1.3525 
             1631      0.0293     -1.4526 
             1631     -0.1099     -1.5234 
             1632     -0.2295     -1.5723 
             1632     -0.3271     -1.6211 
             1632     -0.4077     -1.6724 
             1632     -0.4980     -1.7212 
             1632     -0.5273     -1.7822 
             1632     -0.6372     -1.8213 
             1632     -0.6665     -1.8701 
             1632     -0.7153     -1.9409 
             1632     -0.7153     -1.9800 
             1632     -0.7861     -2.0288 
             1633     -0.8350     -2.0996 
             1633     -0.8447     -2.1606 
             1633     -0.8960     -2.2290 
             1633     -0.8960     -2.2778 
             1633     -0.9546     -2.3486 
             1633     -0.9839     -2.4072 
             1633     -1.0156     -2.4878 
             1633     -1.0547     -2.5586 
             1633     -1.0645     -2.6367 
             1633     -1.1035     -2.7075 
             1634     -1.1230     -2.7661 
             1634     -1.1548     -2.8076 
             1634     -1.2036     -2.8564 
             1634     -1.2231     -2.9150 
             1634     -1.2231     -2.9761 
             1634     -1.2646     -3.0249 
             1634     -1.2842     -3.0664 
             1634     -1.3428     -3.1445 
             1634     -1.3232     -3.1836 
             1634     -1.3818     -3.2349 
             1635     -1.4038     -3.2739 
             1635     -1.3818     -3.3252 
             1635     -1.4331     -3.3740 
             1635     -1.4429     -3.4131 
             1635     -1.4819     -3.4546 
             1635     -1.5234     -3.4644 
             1635     -1.5527     -3.5132 
             1635     -1.5430     -3.5327 
             1635     -1.5625     -3.5718 
             1635     -1.6016     -3.5718 
             1636     -1.6211     -3.5938 
             1636     -1.6211     -3.6230 
             1636     -1.6528     -3.6133 
             1636     -1.6211     -3.6328 
             1636     -1.6406     -3.6523 
             1636     -1.6821     -3.6523 
             1636     -1.6626     -3.6230 
             1636     -1.6626     -3.6035 
             1636     -1.6406     -3.5718 
             1636     -1.6724     -3.4424 
             1637     -1.6528     -3.3447 
             1637     -1.6528     -3.2446 
             1637     -1.6406     -3.1543 
             1637     -1.6626     -3.0542 
             1637     -1.6406     -2.9761 
             1637     -1.7017     -2.8857 
             1637     -1.6528     -2.7954 
             1637     -1.6626     -2.7173 
             1637     -1.6724     -2.6367 
             1637     -1.6406     -2.5366 
             1638     -1.6211     -2.4390 
             1638     -1.6309     -2.3682 
             1638     -1.6528     -2.2681 
             1638     -1.6406     -2.1704 
             1638     -1.6309     -2.0996 
             1638     -1.6528     -1.9800 
             1638     -1.6016     -1.8799 
             1638     -1.6309     -1.7920 
             1638     -1.6113     -1.6919 
             1638     -1.6016     -1.5723 
             1639     -1.6211     -1.4526 
             1639     -1.6113     -1.3428 
             1639     -1.6113     -1.2134 
             1639     -1.6113     -1.0938 
             1639     -1.5918     -0.9644 
             1639     -1.5918     -0.8252 
             1639     -1.5918     -0.7056 
             1639     -1.5918     -0.5957 
             1639     -1.6016     -0.4883 
             1639     -1.5918     -0.3784 
             1640     -1.5723     -0.2783 
             1640     -1.5918     -0.1782 
             1640     -1.5820     -0.0781 
             1640     -1.5820      0.0195 
             1640     -1.6211      0.1196 
             1640     -1.5430      0.2100 
             1640     -1.5820      0.3296 
             1640     -1.5820      0.4492 
             1640     -1.5820      0.5371 
             1640     -1.5723      0.6372 
             1641     -1.5430      0.7471 
             1641     -1.5234      0.8276 
             1641     -1.5234      0.9253 
             1641     -1.4526      1.0059 
             1641     -1.4233      1.1060 
             1641     -1.3623      1.1938 
             1641     -1.3037      1.2646 
             1641     -1.1548      1.3232 
             1641     -1.0449      1.3940 
             1641     -0.9253      1.4648 
             1642     -0.8252      1.5332 
             1642     -0.7251      1.5942 
             1642     -0.6567      1.6528 
             1642     -0.5762      1.7017 
             1642     -0.5176      1.7529 
             1642     -0.4565      1.7920 
             1642     -0.3687      1.8530 
             1642     -0.3589      1.9116 
             1642     -0.3174      1.9604 
             1642     -0.2588      2.0020 
             1643     -0.2173      2.0605 
             1643     -0.1978      2.1313 
             1643     -0.1685      2.1704 
             1643     -0.1196      2.2314 
             1643     -0.1196      2.2900 
             1643     -0.0586      2.3804 
             1643     -0.0391      2.4683 
             1643     -0.0195      2.5488 
             1643      0.0098      2.6294 
             1643      0.0415      2.7075 
             1644      0.0708      2.7783 
             1644      0.0903      2.8174 
             1644      0.1196      2.8662 
             1644      0.1807      2.9175 
             1644      0.1807      2.9858 
             1644      0.2197      3.0371 
             1644      0.2588      3.0762 
             1644      0.2881      3.1372 
             1644      0.2881      3.1958 
             1644      0.3394      3.2544 
             1645      0.3687      3.2861 
             1645      0.3589      3.3252 
             1645      0.4297      3.3740 
             1645      0.4175      3.4155 
             1645      0.4688      3.4448 
             1645      0.5078      3.4839 
             1645      0.5273      3.5034 
             1645      0.5786      3.5254 
             1645      0.5688      3.5547 
             1645      0.5884      3.5938 
             1646      0.5981      3.5840 
             1646      0.6567      3.6230 
             1646      0.6470      3.6230 
             1646      0.6274      3.6426 
             1646      0.6567      3.6426 
             1646      0.6763      3.6548 
             1646      0.6763      3.6328 
             1646      0.6665      3.6035 
             1646      0.6763      3.5645 
             1646      0.7080      3.4448 
             1647      0.6665      3.3350 
             1647      0.6763      3.2446 
             1647      0.6885      3.1567 
             1647      0.6665      3.0371 
             1647      0.6982      2.9663 
             1647      0.6470      2.8784 
             1647      0.6763      2.8076 
             1647      0.6665      2.7075 
             1647      0.6567      2.6196 
             1647      0.6665      2.5391 
             1648      0.6885      2.4390 
             1648      0.6372      2.3608 
             1648      0.6567      2.2607 
             1648      0.6470      2.1704 
             1648      0.6372      2.0898 
             1648      0.6177      1.9824 
             1648      0.6274      1.9019 
             1648      0.6274      1.7822 
             1648      0.6372      1.6821 
             1648      0.6372      1.5820 
             1649      0.6177      1.4429 
             1649      0.6274      1.3232 
             1649      0.6177      1.1938 
             1649      0.6079      1.0767 
             1649      0.6274      0.9570 
             1649      0.6177      0.8276 
             1649      0.6372      0.7080 
             1649      0.5786      0.5981 
             1649      0.6177      0.4883 
             1649      0.5981      0.3784 
             1650      0.5884      0.2881 
             1650      0.5981      0.1807 
             1650      0.5981      0.0708 
             1650      0.5884     -0.0098 
             1650      0.5981     -0.1196 
             1650      0.5981     -0.2295 
             1650      0.5884     -0.3174 
             1650      0.5981     -0.4370 
             1650      0.5688     -0.5273 
             1650      0.5591     -0.6274 
             1651      0.5591     -0.7349 
             1651      0.5371     -0.8350 
             1651      0.5273     -0.9351 
             1651      0.4785     -1.0156 
             1651      0.4395     -1.1230 
             1651      0.3882     -1.2036 
             1651      0.2783     -1.2939 
             1651      0.1294     -1.3721 
             1651      0.0098     -1.4429 
             1651     -0.1099     -1.4819 
             1652     -0.2295     -1.5625 
             1652     -0.3589     -1.6309 
             1652     -0.3979     -1.6821 
             1652     -0.4883     -1.7212 
             1652     -0.5371     -1.7700 
             1652     -0.5859     -1.8311 
             1652     -0.6665     -1.8701 
             1652     -0.7056     -1.9214 
             1652     -0.7568     -1.9800 
             1652     -0.7666     -2.0288 
             1653     -0.8252     -2.0996 
             1653     -0.8154     -2.1387 
             1653     -0.8765     -2.2095 
             1653     -0.9253     -2.2681 
             1653     -0.9448     -2.3389 
             1653     -0.9937     -2.4072 
             1653     -1.0059     -2.4878 
             1653     -1.0352     -2.5684 
             1653     -1.0547     -2.6367 
             1653     -1.0742     -2.7173 
             1654     -1.1353     -2.7563 
             1654     -1.1353     -2.8174 
             1654     -1.1743     -2.8662 
             1654     -1.2036     -2.9053 
             1654     -1.2231     -2.9761 
             1654     -1.2842     -3.0249 
             1654     -1.2842     -3.0762 
             1654     -1.3232     -3.1250 
             1654     -1.3330     -3.1738 
             1654     -1.3428     -3.2153 
             1655     -1.3940     -3.2935 
             1655     -1.4136     -3.3130 
             1655     -1.4331     -3.3545 
             1655     -1.4624     -3.4033 
             1655     -1.4819     -3.4326 
             1655     -1.5430     -3.4741 
             1655     -1.5015     -3.5132 
             1655     -1.5527     -3.5425 
             1655     -1.5918     -3.5620 
             1655     -1.6016     -3.5840 
             1656     -1.6113     -3.6133 
             1656     -1.6211     -3.6133 
             1656     -1.6406     -3.6426 
             1656     -1.6309     -3.6523 
             1656     -1.6406     -3.6426 
             1656     -1.6724     -3.6426 
             1656     -1.6528     -3.6523 
             1656     -1.6528     -3.6328 
             1656     -1.6724     -3.5840 
             1656     -1.6528     -3.4644 
             1657     -1.6626     -3.3447 
             1657     -1.6528     -3.2544 
             1657     -1.6528     -3.1543 
             1657     -1.6626     -3.0664 
             1657     -1.7017     -2.9663 
             1657     -1.6528     -2.8857 
             1657     -1.6626     -2.7954 
             1657     -1.6528     -2.7075 
             1657     -1.6626     -2.6270 
             1657     -1.6528     -2.5488 
             1658     -1.6406     -2.4487 
             1658     -1.6309     -2.3682 
             1658     -1.6528     -2.2778 
             1658     -1.6406     -2.1802 
             1658     -1.6406     -2.0801 
             1658     -1.6309     -1.9995 
             1658     -1.6113     -1.9116 
             1658     -1.6406     -1.8018 
             1658     -1.6309     -1.6821 
             1658     -1.6406     -1.5723 
             1659     -1.6113     -1.4722 
