            Время    Канал: 0    Канал: 1 
               91     -0.9351     -1.8018 
               92     -0.9839     -1.8506 
               92     -1.0352     -1.8896 
               92     -1.0742     -1.9604 
               92     -1.0840     -2.0093 
               92     -1.1353     -2.0703 
               92     -1.1548     -2.1191 
               92     -1.2134     -2.1802 
               92     -1.2524     -2.2388 
               92     -1.3037     -2.3193 
               92     -1.3232     -2.3877 
               93     -1.3330     -2.4585 
               93     -1.3818     -2.5269 
               93     -1.3818     -2.6074 
               93     -1.4136     -2.6782 
               93     -1.4526     -2.7271 
               93     -1.4624     -2.7954 
               93     -1.4917     -2.8564 
               93     -1.5332     -2.8955 
               93     -1.5918     -2.9468 
               93     -1.5723     -2.9956 
               94     -1.6113     -3.0664 
               94     -1.6724     -3.1250 
               94     -1.6821     -3.1641 
               94     -1.7017     -3.2153 
               94     -1.7212     -3.2837 
               94     -1.7407     -3.3032 
               94     -1.7822     -3.3545 
               94     -1.8018     -3.3936 
               94     -1.8213     -3.4326 
               94     -1.8311     -3.4644 
               95     -1.8506     -3.5034 
               95     -1.8799     -3.5425 
               95     -1.8994     -3.5620 
               95     -1.9116     -3.5938 
               95     -1.9604     -3.6133 
               95     -1.9702     -3.6426 
               95     -1.9897     -3.6523 
               95     -1.9702     -3.6719 
               95     -1.9995     -3.6719 
               95     -2.0190     -3.6719 
               96     -2.0190     -3.6621 
               96     -2.0093     -3.6523 
               96     -2.0093     -3.6328 
               96     -1.9995     -3.5620 
               96     -1.9995     -3.4424 
               96     -1.9800     -3.3252 
               96     -2.0190     -3.2446 
               96     -1.9897     -3.1348 
               96     -2.0093     -3.0542 
               96     -2.0190     -2.9663 
               97     -1.9995     -2.8662 
               97     -2.0093     -2.7759 
               97     -1.9995     -2.7075 
               97     -1.9897     -2.6074 
               97     -1.9800     -2.5073 
               97     -1.9702     -2.4292 
               97     -1.9897     -2.3389 
               97     -1.9604     -2.2388 
               97     -1.9702     -2.1606 
               97     -1.9702     -2.0605 
               98     -1.9409     -1.9507 
               98     -1.9409     -1.8799 
               98     -1.9800     -1.7505 
               98     -1.9800     -1.6724 
               98     -1.9702     -1.5430 
               98     -1.9702     -1.4136 
               98     -1.9702     -1.3037 
               98     -1.9702     -1.1646 
               98     -1.9604     -1.0449 
               98     -1.9507     -0.9155 
               99     -1.9507     -0.7861 
               99     -1.9409     -0.6763 
               99     -1.9507     -0.5566 
               99     -1.9507     -0.4468 
               99     -1.9507     -0.3467 
               99     -1.9604     -0.2490 
               99     -1.9409     -0.1392 
               99     -1.9312     -0.0488 
               99     -1.9312      0.0513 
               99     -1.9507      0.1489 
              100     -1.9409      0.2783 
              100     -1.9312      0.3491 
              100     -1.8896      0.4785 
              100     -1.9116      0.5884 
              100     -1.8896      0.6763 
              100     -1.8701      0.7764 
              100     -1.8896      0.8862 
              100     -1.8408      0.9863 
              100     -1.8115      1.0547 
              100     -1.7407      1.1646 
              101     -1.6919      1.2256 
              101     -1.5723      1.3037 
              101     -1.4331      1.3647 
              101     -1.3232      1.4429 
              101     -1.2427      1.5039 
              101     -1.1230      1.5527 
              101     -1.0352      1.6235 
              101     -0.9448      1.6821 
              101     -0.8765      1.7334 
              101     -0.8350      1.7822 
              102     -0.7861      1.8311 
              102     -0.6958      1.8823 
              102     -0.6665      1.9507 
              102     -0.6372      1.9922 
              102     -0.6177      2.0410 
              102     -0.5762      2.1118 
              102     -0.5273      2.1606 
              102     -0.4761      2.2192 
              102     -0.4565      2.2803 
              102     -0.4175      2.3608 
              103     -0.3882      2.4585 
              103     -0.3687      2.5391 
              103     -0.3467      2.6074 
              103     -0.2979      2.6880 
              103     -0.2783      2.7368 
              103     -0.2393      2.8076 
              103     -0.2393      2.8467 
              103     -0.1978      2.9175 
              103     -0.1392      2.9761 
              103     -0.1001      3.0273 
              104     -0.0879      3.0957 
              104     -0.0684      3.1372 
              104     -0.0488      3.1860 
              104     -0.0195      3.2349 
              104      0.0415      3.2861 
              104      0.0708      3.3154 
              104      0.0903      3.3545 
              104      0.1392      3.4253 
              104      0.1294      3.4546 
              104      0.1709      3.4839 
              105      0.1709      3.5034 
